L2 Accuracy,L2 AUC,L2 F1,Dropout Accuracy,Dropout AUC,Dropout F1
0.5509049773755657,0.6415448637313953,0.5451874681763724,0.5678733031674208,0.6505547916355031,0.559280113614416
0.5452488687782805,0.6394517621237673,0.5427306723756425,0.5463800904977375,0.6377964041234897,0.5413529162140142
0.5475113122171946,0.6373318915489056,0.5420611312100132,0.5429864253393665,0.6324603487275312,0.5369355077704806
0.5701357466063348,0.6609958823950461,0.5642841082081779,0.5565610859728507,0.6482105759793622,0.5446734239024131
0.5723981900452488,0.6641963680717647,0.5675017437929107,0.5610859728506787,0.6532588244399886,0.5544084890676875
0.5576923076923077,0.6497999037033998,0.5476402222347522,0.5565610859728507,0.6535823501959562,0.550253241578925
0.5452488687782805,0.6417866587813514,0.5433367030527526,0.5395927601809954,0.63519048302371,0.537173636857954
0.5531674208144797,0.6493410079014138,0.552719130402515,0.5452488687782805,0.63971495052165,0.5433066452466783
0.5509049773755657,0.6422211992636558,0.5466282010156395,0.5248868778280543,0.6239210883118342,0.5218642452717058
0.5622171945701357,0.6506270760194582,0.5593183031167241,0.5497737556561086,0.6477512818326184,0.5514097438857892
0.5576923076923077,0.6514606651632876,0.5572329943817232,0.5542986425339367,0.6470729221018644,0.5548099808453911
0.5656108597285068,0.6581975932019305,0.5648391759220079,0.5576923076923077,0.6366190120222152,0.544255852326344
0.5588235294117647,0.6429851616871175,0.5497180086053506,0.5554298642533937,0.6394047947580331,0.5454632260447415
0.5588235294117647,0.6440734782974188,0.5507058598046932,0.5463800904977375,0.6241181996864301,0.5208003120314163
0.5690045248868778,0.6521255750711372,0.561441147187589,0.5226244343891403,0.6034516373174651,0.48518546589488615
0.5531674208144797,0.6484772134255908,0.5458794716283087,0.5271493212669683,0.6173428253377437,0.5019917612717579
0.5542986425339367,0.6437263655723005,0.5413456862890451,0.5520361990950227,0.6386624468143445,0.535364929191881
0.5497737556561086,0.6379688346948421,0.5322147077832604,0.5339366515837104,0.6242571623734238,0.5126483235677848
0.5429864253393665,0.6431585963016487,0.5430328689978551,0.5361990950226244,0.6290236193226989,0.5305802408047329
0.5429864253393665,0.6421340444542339,0.5423713462818381,0.5305429864253394,0.6236564702376947,0.5240826338196987
0.5441176470588235,0.642744921859553,0.5431064466705573,0.5373303167420814,0.6338944569524793,0.5339207891222395
0.5350678733031674,0.6316234146385495,0.5264539425004595,0.5395927601809954,0.6227890803618352,0.5178027501294635
0.5339366515837104,0.6308643054549399,0.5254534652258693,0.5350678733031674,0.62443178356922,0.5174388555156811
0.5328054298642534,0.6291870081697097,0.5246632981881257,0.5531674208144797,0.6319596582790937,0.5204252130069372
0.5509049773755657,0.6462491118897472,0.5448843047381826,0.5520361990950227,0.6404887090574186,0.5397233120224405
0.5520361990950227,0.6495978217290319,0.5480926413758849,0.5407239819004525,0.6339972703827502,0.5312164483537634
0.5576923076923077,0.6509543309490665,0.55226241872678,0.5429864253393665,0.6262850590151462,0.5148545310781455
0.5916289592760181,0.6726599198379527,0.5877115049792889,0.5769230769230769,0.6598092075619566,0.5719379895907558
0.584841628959276,0.6716600867521834,0.5821151418732365,0.5735294117647058,0.658560537309354,0.5692768074421468
0.5757918552036199,0.6607940882262285,0.5710956333072312,0.5893665158371041,0.6673377536789817,0.5822211659583556
0.5656108597285068,0.6595034908320138,0.56752573141294,0.5633484162895928,0.648881550048654,0.5576515318977323
0.5656108597285068,0.659674697078258,0.5677582165185054,0.579185520361991,0.6676818588388538,0.5788895914277556
0.5554298642533937,0.6537255696920113,0.5562881218060994,0.5656108597285068,0.6554242278833252,0.5632799733072449
0.5701357466063348,0.6548155821561666,0.5631580227396371,0.5576923076923077,0.642067480165436,0.5454933995213634
0.5633484162895928,0.6531082427923868,0.5572121735723196,0.5542986425339367,0.6333362228317659,0.5347715973741458
0.5610859728506787,0.6497092291382671,0.5545388528843882,0.5599547511312217,0.6349591294262985,0.5372853197302145
0.5339366515837104,0.6365217921173087,0.5258271098159536,0.5237556561085973,0.627004454567578,0.5135248474440509
0.5237556561085973,0.6307003636392015,0.5154733323786584,0.5248868778280543,0.6193920167186675,0.5071496665239726
0.5271493212669683,0.6287106347795653,0.5169213923243929,0.5395927601809954,0.6214708032916588,0.5168980891695304
0.5633484162895928,0.6597748631525708,0.5647395190995336,0.5339366515837104,0.6313149883521163,0.5307364604591668
0.5486425339366516,0.6475542315572311,0.549503596298123,0.5497737556561086,0.6386685640457886,0.5412531415549794
0.5622171945701357,0.6555862966938006,0.5612910526043288,0.5542986425339367,0.639708808836248,0.5446545058254993
0.5599547511312217,0.6496989050976313,0.5489511277490052,0.5690045248868778,0.6575024231305125,0.5648291075537795
0.5667420814479638,0.66140997282587,0.5667384955802985,0.5452488687782805,0.6353006149395556,0.5272176107033131
0.5678733031674208,0.6616605583790133,0.5673631116094424,0.5463800904977375,0.6256122904006107,0.5085274909623161
0.5542986425339367,0.6454395722105717,0.5479012812569688,0.5622171945701357,0.6443727836722496,0.5489956500460702
0.5441176470588235,0.6299031805108842,0.5286389634451374,0.5678733031674208,0.6468373588066109,0.5521783940990201
0.5452488687782805,0.6384605066858721,0.5383962014167716,0.5328054298642534,0.6153775368531963,0.5005416162859677
0.5644796380090498,0.6551965801415833,0.5629206474851042,0.5520361990950227,0.6264576416086647,0.5306609143443072
0.5622171945701357,0.6530438307840692,0.560759348448468,0.5769230769230769,0.6549444895435089,0.5676048335204167
0.5644796380090498,0.6542879781247445,0.5624099908504703,0.5554298642533937,0.6283232633671195,0.5342205661234283
0.5520361990950227,0.6457217855204345,0.5494311540929021,0.5418552036199095,0.6402550161565337,0.5395775162333254
0.5531674208144797,0.6469511903313095,0.5490633801421858,0.5475113122171946,0.6405916513758965,0.541642612454024
0.5463800904977375,0.6412084268419633,0.5435832101679051,0.5599547511312217,0.6470778680793051,0.5505983373100958
0.5531674208144797,0.6495217291581099,0.5521791412492084,0.5429864253393665,0.6396012432975907,0.5403361143092192
0.5531674208144797,0.6495188114594957,0.5520972957641198,0.5497737556561086,0.6412209427193524,0.543815181358434
0.5452488687782805,0.646608173153656,0.5454811698847126,0.5520361990950227,0.6333471554532805,0.5353500193137343
0.5622171945701357,0.6568535858084158,0.5612569238748321,0.5339366515837104,0.6421350719950328,0.5379777513107126
0.5588235294117647,0.6654346367962578,0.5637465536757716,0.5644796380090498,0.6555423259182381,0.5628723704534624
0.5644796380090498,0.6573844859023152,0.5617481109316772,0.5588235294117647,0.6508243771961792,0.5574958199675479
0.5701357466063348,0.6527910758972516,0.5632618893629205,0.5588235294117647,0.6467197442264943,0.552995733656342
0.5667420814479638,0.6483851781929435,0.5570098565155801,0.5486425339366516,0.6417461741826663,0.5442229066671354
0.5542986425339367,0.6430030983014325,0.5463714335274847,0.5610859728506787,0.6456147587911925,0.5533323276182907
0.5384615384615384,0.6276703293888218,0.5311830428924073,0.5339366515837104,0.6417047236778032,0.5384914343670754
0.5361990950226244,0.625982181312605,0.5290191299977571,0.5509049773755657,0.6335727337734323,0.5403110240924915
0.5305429864253394,0.6235170216361352,0.5260863620633749,0.5452488687782805,0.6292329490077407,0.5352773579100973
0.5475113122171946,0.6490764241863621,0.5472762103079389,0.5531674208144797,0.6426973894716085,0.5404370013150946
0.5497737556561086,0.6487286391413453,0.5482444657495908,0.5588235294117647,0.6423896606315947,0.5432694894293273
0.5497737556561086,0.6476449781592821,0.5478149156795171,0.5497737556561086,0.6221946720903387,0.5036950651605061
0.5509049773755657,0.636990932340508,0.5399352069523018,0.5622171945701357,0.6475696337709596,0.5518634128279143
0.5576923076923077,0.642392164191009,0.5468932724416244,0.5610859728506787,0.6433271514847552,0.5485041910900152
0.5407239819004525,0.6374306797030976,0.538302633205432,0.5520361990950227,0.6304306535010641,0.5301448891877442
0.5407239819004525,0.6466527276024339,0.5422754819638457,0.5305429864253394,0.6237514158739023,0.5203911018246765
0.5407239819004525,0.6491616630142215,0.5423464336693872,0.5509049773755657,0.6407814997550964,0.5457015378012343
0.5520361990950227,0.6568172571316114,0.5531203796160287,0.5316742081447964,0.6207778720607141,0.522157722277149
0.5407239819004525,0.6341818942269084,0.533444411406933,0.5441176470588235,0.6346189932172465,0.5338064846079265
0.5418552036199095,0.6321809522244212,0.5328530474351086,0.5463800904977375,0.6327795050450021,0.5313731654214852
0.5463800904977375,0.6339022659432799,0.5353104392007427,0.5429864253393665,0.6254052218641089,0.5203529166126923
0.5576923076923077,0.6442832246436224,0.5524383289731214,0.5633484162895928,0.6581816605386074,0.5629739596373309
0.5542986425339367,0.6322496293180627,0.5393344772478004,0.5576923076923077,0.6396608333345531,0.5476267100028637
0.5599547511312217,0.6545846588219183,0.5599437172147284,0.5656108597285068,0.6439238722223112,0.5546475363098221
0.5656108597285068,0.6622661968233451,0.5675806237577503,0.5656108597285068,0.6478635562027614,0.551891517726415
0.5576923076923077,0.6631935425745435,0.5634448256992194,0.5633484162895928,0.650185058013247,0.5537137932571805
0.5588235294117647,0.6602963801881012,0.5627232460127842,0.5576923076923077,0.6483115647032333,0.5448134955933265
0.5328054298642534,0.6239077140594809,0.5201817321307035,0.5237556561085973,0.6170374096576191,0.512514922320183
0.5463800904977375,0.6370769427200789,0.5360874099419409,0.5214932126696833,0.6143438311232953,0.5087042820714474
0.5395927601809954,0.6308849579315016,0.5275796479121935,0.5475113122171946,0.6360227438263261,0.5380708480004428
0.5509049773755657,0.6430522428127864,0.5463282327027973,0.5678733031674208,0.6408326634246452,0.545870315365907
