L2 Accuracy,L2 AUC,L2 F1,Dropout Accuracy,Dropout AUC,Dropout F1
0.6153846153846154,0.6368203001845061,0.5984244359076323,0.5274725274725275,0.5628230345624924,0.4095011645962733
0.5989010989010989,0.6245691438785468,0.586157081490534,0.5659340659340659,0.5480836160017685,0.4749418229805947
0.6098901098901099,0.6247824781472749,0.5967535377244114,0.554945054945055,0.5445621172814729,0.43574681897050316
0.23626373626373626,0.4277390300091668,0.20190243618815046,0.5274725274725275,0.5668417493855266,0.45472915216299337
0.23076923076923078,0.4210831858533226,0.19852162762610523,0.5384615384615384,0.5183748580025176,0.4058834753933841
0.23076923076923078,0.4210831858533226,0.19852162762610523,0.5604395604395604,0.5399144506287363,0.43681188451712055
0.5879120879120879,0.6338773659507854,0.5763680015909063,0.5274725274725275,0.5090214344419723,0.3992365312590031
0.6098901098901099,0.6495191527599078,0.5971022204583916,0.5274725274725275,0.5401987256754813,0.4278951817413356
0.5824175824175825,0.6171726830113263,0.5681210750413838,0.5494505494505495,0.539265352473788,0.44380186440751496
0.47802197802197804,0.4930355939619213,0.3357100914352823,0.521978021978022,0.5343107018995453,0.3942389455782313
0.47802197802197804,0.4930355939619213,0.3357100914352823,0.521978021978022,0.5424664982563293,0.4188828412966344
0.47802197802197804,0.49304056968041504,0.3357100914352823,0.5054945054945055,0.514964800816676,0.3734984378366732
0.521978021978022,0.5355231091616302,0.42575250390635,0.521978021978022,0.5541767413810084,0.4610672578652874
0.521978021978022,0.5355231091616302,0.42575250390635,0.510989010989011,0.5434535296207628,0.4257052716671282
0.521978021978022,0.5355231091616302,0.42575250390635,0.510989010989011,0.5458091320776937,0.43177128733380826
0.31868131868131866,0.49829171669729233,0.3164794638669105,0.47802197802197804,0.5410611366447325,0.44152505874619374
0.31868131868131866,0.49829171669729233,0.3164794638669105,0.5164835164835165,0.5169561098586289,0.4278042007421063
0.31868131868131866,0.498338808318751,0.3167558902269282,0.5439560439560439,0.5567399946067662,0.4574113461210235
0.41208791208791207,0.6116132050915627,0.393160852835949,0.532967032967033,0.5422441933140602,0.44201773330404026
0.41208791208791207,0.6116132050915627,0.393160852835949,0.532967032967033,0.5464278941418287,0.4426573817980374
0.41208791208791207,0.6116132050915627,0.393160852835949,0.5439560439560439,0.54018641131485,0.4332620622213383
0.5384615384615384,0.5266133807600729,0.4319526627218935,0.521978021978022,0.5823363410851425,0.46159216435158973
0.5384615384615384,0.5266133807600729,0.4319526627218935,0.510989010989011,0.5400024553936814,0.4463631606488749
0.5384615384615384,0.5266133807600729,0.4319526627218935,0.532967032967033,0.5829529248913413,0.4707734995252527
0.5274725274725275,0.5720728670973149,0.4869583980032238,0.5824175824175825,0.5600414286893788,0.4745583066611883
0.532967032967033,0.5738305877337708,0.4906178050402472,0.5604395604395604,0.5730009148819089,0.4677173094285394
0.5714285714285714,0.5925343195885469,0.5199568602476671,0.532967032967033,0.5155457730129182,0.40858242690303753
0.5934065934065934,0.6299637986202808,0.5868910134250906,0.5,0.5903385033439107,0.46941139390924175
0.5934065934065934,0.6290119115786855,0.5852196049564471,0.45604395604395603,0.5574647332098489,0.4586669144295139
0.5824175824175825,0.6190620788027658,0.5752117556628835,0.5384615384615384,0.6206303852088539,0.48129587614629143
0.532967032967033,0.5856592271430257,0.5033407009952852,0.5,0.5623620064371004,0.43830954871327543
0.5494505494505495,0.6030455539014683,0.5198726701091466,0.5054945054945055,0.5236549768379268,0.38687694352718993
0.554945054945055,0.6048922119715308,0.5241745049668218,0.510989010989011,0.571031204577733,0.3875699272856463
0.5,0.5782442680877686,0.4007208099482778,0.5274725274725275,0.5444070736948486,0.42108194016629197
0.5,0.5796233018145064,0.4135740262726575,0.532967032967033,0.5459709136280944,0.41593097566100945
0.5,0.5792673539754232,0.41760914720555975,0.5274725274725275,0.5280221638825586,0.4013216017422749
0.16483516483516483,0.44408131968167575,0.14606404348339833,0.510989010989011,0.5492518221120358,0.4495533202429754
0.16483516483516483,0.44408131968167575,0.14606404348339833,0.521978021978022,0.5416916408380604,0.46182972916389686
0.15934065934065933,0.439961335314818,0.13932935073874672,0.5054945054945055,0.5216575259573586,0.4281041862674515
0.5934065934065934,0.6298409933328335,0.5707551544479527,0.5054945054945055,0.5567941583908592,0.4456780874429807
0.5879120879120879,0.6326829889558989,0.576721414912789,0.510989010989011,0.5672081610287582,0.4288079014317206
0.5989010989010989,0.6414031700006697,0.5859287498771523,0.521978021978022,0.5116932119010001,0.3756812029496957
0.3626373626373626,0.49110329703569267,0.32100926596339435,0.5439560439560439,0.527201754385965,0.42010023191566587
0.3626373626373626,0.49110329703569267,0.32100926596339435,0.521978021978022,0.5277331839478466,0.41176655277495616
0.36813186813186816,0.4953796128251664,0.3251606015425111,0.5439560439560439,0.5517692330293117,0.4295360144884741
0.5604395604395604,0.6024765414806648,0.5633636383547502,0.5769230769230769,0.5739712818556297,0.5252819822088888
0.5494505494505495,0.586728071775143,0.5485811506548834,0.554945054945055,0.609946983996901,0.5456910026376632
0.5714285714285714,0.6048070844978319,0.5685079298635636,0.5439560439560439,0.556653255460183,0.480371979334635
0.5659340659340659,0.6167117585305244,0.5426731576141978,0.5604395604395604,0.5477334247161195,0.4394108829617645
0.5604395604395604,0.6013485906973498,0.535432516201747,0.5274725274725275,0.5,0.36429757293066645
0.5659340659340659,0.592525324809207,0.5398257305880932,0.5274725274725275,0.5036873731855783,0.3682717282717283
0.5604395604395604,0.576851275789075,0.5361583163160645,0.5604395604395604,0.5521488883712606,0.4542464001515725
0.5659340659340659,0.5780382423419144,0.5432673350391273,0.5769230769230769,0.5802829975109711,0.5113566128131695
0.5604395604395604,0.5759117742551814,0.5357709510778752,0.5494505494505495,0.5255510409273666,0.4267573696145125
0.36813186813186816,0.513195189588267,0.37277665645012587,0.5714285714285714,0.5813448327175943,0.493991719226948
0.36813186813186816,0.513195189588267,0.37277665645012587,0.5714285714285714,0.5793218906964764,0.5206762207805232
0.36813186813186816,0.513195189588267,0.37277665645012587,0.521978021978022,0.5630236053874891,0.5067084707342019
0.554945054945055,0.5440350214159738,0.4354449472096531,0.554945054945055,0.5234016754850088,0.41486931871547256
0.554945054945055,0.5541540690350214,0.4367516541429585,0.5659340659340659,0.5482001916587659,0.4688381495857474
0.554945054945055,0.5626333249349122,0.4350866524779568,0.5604395604395604,0.545578231292517,0.42378722508681466
0.5934065934065934,0.6183160715023354,0.5605097469037468,0.5384615384615384,0.5475508909478062,0.4217106227106228
0.5989010989010989,0.6310329532195548,0.5674991049051199,0.5439560439560439,0.5706918888463326,0.42111741305289696
0.5989010989010989,0.6236256598541765,0.5631628599435441,0.532967032967033,0.5741866858879562,0.4088673618290343
0.5384615384615384,0.6089794476535559,0.5128219724165679,0.554945054945055,0.5712324320985266,0.42527913853215055
0.5439560439560439,0.6128834896752623,0.5227391891195179,0.532967032967033,0.5811393491709349,0.44199189186393256
0.532967032967033,0.6062098875891657,0.5101060920402405,0.521978021978022,0.5890266444759525,0.42610007513853665
0.5769230769230769,0.6300509878021903,0.5752730408134884,0.5714285714285714,0.5200698505523067,0.43057546318415885
0.5879120879120879,0.6273341545101007,0.5829577939197175,0.5604395604395604,0.5853320328467826,0.5124696390097492
