Model,Best Parameters,Best Accuracy,Best AUC,Best F1,Mean Accuracy,Std Accuracy,Var Accuracy,Mean AUC,Std AUC,Var AUC,Mean F1,Std F1,Var F1
L2 vs Dropout,"{'model_type': 'L2', 'dropout_rate': None, 'weight_decay': 0.01}",0.5916289592760181,0.6726599198379527,0.5877115049792889,0.5505279034690799,0.014014515277520732,0.000196406638463862,0.6379408716249118,0.012370637378208794,0.00015303266914313657,0.5385795223932661,0.01825887725279104,0.0003333865985324901
Neural Network (Adam),"{'max_iter': 300, 'hidden_layer_sizes': (100,), 'batch_size': 64, 'alpha': 0.01}",0.5769230769230769,0.7576370720958154,0.5696101395652247,0.5494720965309201,0.014884440210526447,0.0002215465603807366,0.7339059639312623,0.009049897938051908,8.190065268915617e-05,0.5414514027186264,0.01876417767909493,0.0003520943639726444
